"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1906850720185569397","Mon Mar 31 23:26:53 +0000 2025","0","hari ini masih keingetan terus nonton film jumbo kemarin. setiap adegan bagus nangis padahal adegan bagusnya gak selalu sedih. secondhand bangga pasti dedikasinya luar biasa ya orang-orang di balik layar padahal kenal juga engga sama mereka wkwk aaa keren puol~","1906850720185569397","","","in","hufflepuff common room","0","0","0","https://x.com/felixfeliciiiss/status/1906850720185569397","588895460","felixfeliciiiss"
"1906845304277889206","Mon Mar 31 23:05:22 +0000 2025","1","Baru nemu satu hate comment untuk film #Jumbo di Thread. Katanya: film anak-anak rating semua umur kok ada hantunya. https://t.co/4iYO1tNbtA","1906845304277889206","https://pbs.twimg.com/tweet_video_thumb/GnZ5sWva0AAt46J.jpg","","in","Jadetabek ","0","0","0","https://x.com/nagacentil/status/1906845304277889206","20545919","nagacentil"
"1906383447905427462","Mon Mar 31 22:51:07 +0000 2025","1","@tanyarlfes Oiyaa harus nonton film jumbo","1906841719074861513","","tanyarlfes","in","dihatimu","0","1","0","https://x.com/ayymisol/status/1906841719074861513","1312893720","ayymisol"
"1906835958064165156","Mon Mar 31 22:28:14 +0000 2025","3","jujur dua film bioskop yg pgn gw tonton tuh jumbo sama komang. prefer nonton apa yak","1906835958064165156","","","in","stalker go away hush hush hush","1","1","0","https://x.com/queeniapo/status/1906835958064165156","1367345890524983297","queeniapo"
"1906781669819863505","Mon Mar 31 19:04:47 +0000 2025","2","Di saat pipi udh terasa kering di situlah anda terkecoh beneran roller coaster ini film Selamat untuk seluruh tim film Jumbo yang telah melahirkan karya yang sangat magis itu JUMBOKAN BIOSKOP! https://t.co/ae5kKbNtjJ","1906784757402448016","https://pbs.twimg.com/media/GnZCn5iawAAvuxh.jpg","adamraidi","in","Indonesia","0","0","0","https://x.com/adamraidi/status/1906784757402448016","156643055","adamraidi"
"1905583430265376905","Mon Mar 31 18:29:18 +0000 2025","0","@ranglmpngasli @aniesbaswedan @Adriandhy Aq udah kak ayo pak anies dan anak abah nobar jumbo .. ikut lagi deh pokoknya @Adriandhy gimnastik deh film jumbo nya ","1906775827775357004","","ranglmpngasli","in","Jakarta Capital Region","0","0","0","https://x.com/ecilox/status/1906775827775357004","1531420107406454784","ecilox"
"1906704928875131303","Mon Mar 31 18:24:46 +0000 2025","465","@WatchmenID jujur secara karakter jumbo ini terlalu selfish jir lah suka banget sama delivery karakter atta yang diliatin latar belakangnya dari awal yang bikin gw naro empati juga disetiap kenakalan dia. overall ini film bagus banget dari segi konflik dan penyelesaiannya yang keren","1906774687600070905","","WatchmenID","in","disana","8","10","13","https://x.com/f1labas/status/1906774687600070905","1143135290514538496","f1labas"
"1906615727315947626","Mon Mar 31 18:16:40 +0000 2025","122","@tanyakanrl Kata w Jumbo jan kebanyakan vers trailer sih atau bocoran2 film yg bikin penonton bisa nebak alurnya gmn nnti iya sih emng dh bagus animasinya cuma keep aj dulu biar pada penasaran kek wildrobot tuh","1906772648249675872","","tanyakanrl","in","","0","2","2","https://x.com/madsyhyrrr/status/1906772648249675872","1796319981879406592","madsyhyrrr"
"1906772038079172746","Mon Mar 31 18:14:14 +0000 2025","0","ratung film jumbo dari aku 8 5/10 baguss gezz walaupun sebagian besar yang nonton bocil tapi menurutku seruuuuu","1906772038079172746","","","in","on your heart","0","1","0","https://x.com/zonahaechan/status/1906772038079172746","1441789347066355716","zonahaechan"
"1906762537682813287","Mon Mar 31 17:36:29 +0000 2025","13","exactly gw nangisin si jumbo ini mix feeling bgt akumulasi dari ceritanya yg ngena bgt buat gw perasaan bangga indo bisa bikin animasi sekeren ini dan kedekatan antara tiap aspek di film ini dgn realitas kita sbg manusia indonesia. bener2 best!","1906762537682813287","","","in","neverland","0","2","7","https://x.com/kereynnn/status/1906762537682813287","1056880827613687808","kereynnn"
